question,qtype,generated_answer,ground_truth,blocked,latency_ms,word_overlap,safety_compliance,num_docs,expanded_queries,ragas_faithfulness,ragas_answer_relevance,ragas_context_precision,ragas_context_recall,deepeval_hallucination,deepeval_relevance,failure_missing_evidence,failure_noisy_evidence,failure_unsupported_claims,failure_unsafe_tone,rouge1_f,rougeL_f,bertscore_f1
What are the symptoms of Chromosome 8p23.1 deletion ?,general,"The provided context does not contain enough information to answer this question reliably. The context mentions chromosome 8p deletion generally but does not specify the symptoms associated with a deletion at the 8p23.1 location. The symptoms can vary based on the size and location of the deletion and which genes are involved.

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Chromosome 8p23.1 deletion? The Human Phenotype Ontology provides the following list of signs and symptoms for Chromosome 8p23.1 deletion. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Intrauterine growth retardation 90% Abnormality of the nose 50% Abnormality of the palate 50% Abnormality of the pulmonary artery 50% Attention deficit hyperactivity disorder 50% Complete atrioventricular canal defect 50% Cryptorchidism 50% Displacement of the external urethral meatus 50% Epicanthus 50% External ear malformation 50% High forehead 50% Microcephaly 50% Narrow forehead 50% Neurological speech impairment 50% Seizures 50% Short neck 50% Short stature 50% Weight loss 50% Abnormality of the aorta 7.5% Abnormality of thumb phalanx 7.5% Congenital diaphragmatic hernia 7.5% Deeply set eye 7.5% Hypertrophic cardiomyopathy 7.5% Hypoplastic left heart 7.5% Obesity 7.5% Patent ductus arteriosus 7.5% Preaxial foot polydactyly 7.5% Proximal placement of thumb 7.5% Tetralogy of Fallot 7.5% Transposition of the great arteries 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,8750.7,0.08108108108108109,0.16,4,4,0.6666666666666666,0.0,0.9999999999,0.14285714285714285,0.75,0.75,True,False,False,False,0.13176470588235292,0.08470588235294117,0.0
What are the treatments for Anal Cancer ?,general,"The provided context does not contain enough information to answer this question reliably. It mentions that there is a PDQ summary for more information about anal cancer treatment, but it does not provide specific details about the treatments themselves.

Please consult a qualified healthcare professional before making any clinical decisions.","Key Points
                    - There are different types of treatment for patients with anal cancer.    - Three types of standard treatment are used:         - Radiation therapy     - Chemotherapy     - Surgery        - Having the human immunodeficiency virus can affect treatment of anal cancer.    - New types of treatment are being tested in clinical trials.          - Radiosensitizers        - Patients may want to think about taking part in a clinical trial.    - Patients can enter clinical trials before, during, or after starting their cancer treatment.    - Follow-up tests may be needed.
                
                
                    There are different types of treatment for patients with anal cancer.
                    Different types of treatments are available for patients with anal cancer. Some treatments are standard (the currently used treatment), and some are being tested in clinical trials. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment. Patients may want to think about taking part in a clinical trial. Some clinical trials are open only to patients who have not started treatment.
                
                
                    Three types of standard treatment are used:
                    Radiation therapy     Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy:             -  External radiation therapy uses a machine outside the body to send radiation toward the cancer.      -  Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer.           The way the radiation therapy is given depends on the type and stage of the cancer being treated. External and internal radiation therapy are used to treat anal cancer.       Chemotherapy     Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping the cells from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). The way the chemotherapy is given depends on the type and stage of the cancer being treated.        Surgery            -  Local resection: A surgical procedure in which the tumor is cut from the anus along with some of the healthy tissue around it. Local resection may be used if the cancer is small and has not spread. This procedure may save the sphincter muscles so the patient can still control bowel movements. Tumors that form in the lower part of the anus can often be removed with local resection.     -  Abdominoperineal resection: A surgical procedure in which the anus, the rectum, and part of the sigmoid colon are removed through an incision made in the abdomen. The doctor sews the end of the intestine to an opening, called a stoma, made in the surface of the abdomen so body waste can be collected in a disposable bag outside of the body. This is called a colostomy. Lymph nodes that contain cancer may also be removed during this operation.
                
                
                    Having the human immunodeficiency virus can affect treatment of anal cancer.
                    Cancer therapy can further damage the already weakened immune systems of patients who have the human immunodeficiency virus (HIV). For this reason, patients who have anal cancer and HIV are usually treated with lower doses of anticancer drugs and radiation than patients who do not have HIV.
                
                
                    New types of treatment are being tested in clinical trials.
                    This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website.     Radiosensitizers     Radiosensitizers are drugs that make tumor cells more sensitive to radiation therapy. Combining radiation therapy with radiosensitizers may kill more tumor cells.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials.
                
                
                    Follow-up tests may be needed.
                    Some of the tests that were done to diagnose the cancer or to find out the stage of the cancer may be repeated. Some tests will be repeated in order to see how well the treatment is working. Decisions about whether to continue, change, or stop treatment may be based on the results of these tests.   Some of the tests will continue to be done from time to time after treatment has ended. The results of these tests can show if your condition has changed or if the cancer has recurred (come back). These tests are sometimes called follow-up tests or check-ups.
                
                
						            Treatment Options by Stage
						            
						                
						                    Stage 0 (Carcinoma in Situ)
						                    Treatment of stage 0 is usually local resection.   Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage 0 anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
						                
						                
						                    Stage I Anal Cancer
						                    Treatment of stage I anal cancer may include the following:         -  Local resection.    -  External-beam radiation therapy with or without chemotherapy. If cancer remains after treatment, more chemotherapy and radiation therapy may be given to avoid the need for a permanent colostomy.    -  Internal radiation therapy.     -  Abdominoperineal resection, if cancer remains or comes back after treatment with radiation therapy and chemotherapy.     - Internal radiation therapy for cancer that remains after treatment with external-beam radiation therapy.        Patients who have had treatment that saves the sphincter muscles may receive follow-up exams every 3 months for the first 2 years, including rectal exams with endoscopy and biopsy, as needed.   Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage I anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
						                
						                
						                    Stage II Anal Cancer
						                    Treatment of stage II anal cancer may include the following:         -  Local resection.    -  External-beam radiation therapy with chemotherapy. If cancer remains after treatment, more chemotherapy and radiation therapy may be given to avoid the need for a permanent colostomy.    -  Internal radiation therapy.    -  Abdominoperineal resection, if cancer remains or comes back after treatment with radiation therapy and chemotherapy.     - A clinical trial of new treatment options.        Patients who have had treatment that saves the sphincter muscles may receive follow-up exams every 3 months for the first 2 years, including rectal exams with endoscopy and biopsy, as needed.   Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage II anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
						                
						                
						                    Stage IIIA Anal Cancer
						                    Treatment of stage IIIA anal cancer may include the following:         -  External-beam radiation therapy with chemotherapy. If cancer remains after treatment, more chemotherapy and radiation therapy may be given to avoid the need for a permanent colostomy.     -  Internal radiation therapy.    -  Abdominoperineal resection, if cancer remains or comes back after treatment with chemotherapy and radiation therapy.    - A clinical trial of new treatment options.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage IIIA anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
						                
						                
						                    Stage IIIB Anal Cancer
						                    Treatment of stage IIIB anal cancer may include the following:         -  External-beam radiation therapy with chemotherapy.     -  Local resection or abdominoperineal resection, if cancer remains or comes back after treatment with chemotherapy and radiation therapy. Lymph nodes may also be removed.    - A clinical trial of new treatment options.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage IIIB anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.
						                
						                
						                    Stage IV Anal Cancer
						                    Treatment of stage IV anal cancer may include the following:         -  Surgery as palliative therapy to relieve symptoms and improve the quality of life.    -  Radiation therapy as palliative therapy.    -  Chemotherapy with radiation therapy as palliative therapy.    - A clinical trial of new treatment options.        Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage IV anal cancer. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your doctor about clinical trials that may be right for you. General information about clinical trials is available from the NCI website.",False,7471.2,0.05670103092783505,0.16,4,4,0.75,0.0,0.999999999975,1.0,0.0,0.5,True,True,False,False,0.035106382978723406,0.02446808510638298,0.0
How to diagnose Lynch syndrome ?,general,"The provided context does not contain enough information to answer this question reliably. While it mentions resources that address the diagnosis of Lynch syndrome, such as genetic testing and counseling, specific diagnostic criteria or methods are not detailed in the excerpts provided.

Please consult a qualified healthcare professional before making any clinical decisions.","How is Lynch syndrome diagnosed? The diagnosis of Lynch syndrome can be made on the basis of the Amsterdam clinical criteria or on the basis of molecular genetic testing for germline mutations in one of several mismatch repair (MMR) genes. To read detailed diagnostic strategies, click here.",False,8564.9,0.35135135135135137,0.16,4,4,0.6,0.0,0.9999999999,0.6666666666666666,0.0,1.0,False,True,False,False,0.32,0.16,0.0
What is (are) Diabetes mellitus type 1 ?,general,"Diabetes mellitus type 1 is a chronic condition characterized by the body's inability to produce insulin, a hormone necessary for glucose to enter cells and be converted into energy. This condition is typically caused by an autoimmune reaction that destroys the insulin-producing beta cells in the pancreas. Common signs and symptoms of type 1 diabetes include hyperglycemia (high blood sugar levels), ketoacidosis (a serious complication due to the buildup of acids in the blood), polydipsia (excessive thirst), polyphagia (increased hunger), and polyuria (frequent urination). It is a heterogeneous condition, meaning it can present with a variety of symptoms and severity among different individuals [Source: Diabetes mellitus type 1, 0001824.xml].

Please consult a qualified healthcare professional before making any clinical decisions.","Diabetes mellitus type 1 (DM1) is a condition in which cells in the pancreas (beta cells) stop producing insulin, causing abnormally high blood sugar levels. Lack of insulin results in the inability of the body to use glucose for energy and control the amount of sugar in the blood. DM1 can occur at any age, but usually develops by early adulthood, most often in adolescence. Symptoms of high blood sugar may include frequent urination, excessive thirst, fatigue, blurred vision, tingling or loss of feeling in the hands and feet, and weight loss. The exact cause of DM1 is unknown, but having certain ""variants"" of specific genes may increase a person's risk to develop the condition. A predisposition to develop DM1 runs in families, but no known inheritance pattern exists. Treatment includes blood sugar control and insulin replacement therapy. Improper control can cause recurrence of high blood sugar, or abnormally low blood sugar (hypoglycemia) during exercise or when eating is delayed. If not treated, the condition can be life-threatening. Over many years, chronic high blood sugar may be associated with a variety of complications that affect many parts of the body.",False,9953.2,0.23387096774193547,0.24,4,4,0.8333333333333334,0.0,0.0,0.7,0.25,0.9411764705882353,False,True,False,False,0.419047619047619,0.2095238095238095,0.0
What is (are) PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,general,"PRICKLE1-related progressive myoclonus epilepsy with ataxia is a genetic disorder caused by mutations in the PRICKLE1 gene. This gene is responsible for producing a protein called prickle homolog 1, which is believed to interact with other proteins critical for brain development and function. However, the exact role of prickle homolog 1 and how its altered structure due to mutations leads to the symptoms of the disorder is not fully understood. The condition is characterized by movement problems, seizures, and ataxia (a lack of muscle coordination).

The inheritance pattern of this disorder can be either autosomal recessive or autosomal dominant. In the autosomal recessive pattern, both copies of the gene in each cell have mutations, and the parents typically carry one copy of the mutated gene without showing symptoms. In the autosomal dominant pattern, a single copy of the altered gene is sufficient to cause the disorder, often resulting from new mutations with no family history of the condition.

The prevalence of PRICKLE1-related progressive myoclonus epilepsy with ataxia is unknown, but it has been reported in several families from Jordan and northern Israel, as well as in at least two unrelated individuals.

Please consult a qualified healthcare professional before making any clinical decisions.","PRICKLE1-related progressive myoclonus epilepsy with ataxia is a rare inherited condition characterized by recurrent seizures (epilepsy) and problems with movement. The signs and symptoms of this disorder usually begin between the ages of 5 and 10.  Problems with balance and coordination (ataxia) are usually the first symptoms of PRICKLE1-related progressive myoclonus epilepsy with ataxia. Affected children often have trouble walking. Their gait is unbalanced and wide-based, and they may fall frequently. Later, children with this condition develop episodes of involuntary muscle jerking or twitching (myoclonus), which cause additional problems with movement. Myoclonus can also affect muscles in the face, leading to difficulty swallowing and slurred speech (dysarthria).  Beginning later in childhood, some affected individuals develop tonic-clonic or grand mal seizures. These seizures involve a loss of consciousness, muscle rigidity, and convulsions. They often occur at night (nocturnally) while the person is sleeping.  PRICKLE1-related progressive myoclonus epilepsy with ataxia does not seem to affect intellectual ability. Although a few affected individuals have died in childhood, many have lived into adulthood.",False,10505.6,0.2545454545454545,0.24,4,4,0.8235294117647058,0.0,0.999999999975,0.18181818181818182,0.0,0.9375,False,False,False,False,0.3703703703703704,0.21164021164021163,0.0
What is (are) Olmsted syndrome ?,general,"Olmsted syndrome is a rare genetic condition characterized by a variety of signs and symptoms. According to the Human Phenotype Ontology, the most common features include:

- Abnormality of the fingernails (90%)
- Hypohidrosis (reduced ability to sweat) (90%)
- Limitation of joint mobility (90%)
- Palmoplantar keratoderma (thickening of the skin on the palms and soles) (90%)

Other symptoms that occur in about 50% of individuals with Olmsted syndrome include:

- Abnormality of bone mineral density
- Carious teeth
- Reduced number of teeth
- Sensorineural hearing impairment
- Skin ulcers

Less common symptoms, seen in 7.5% or fewer of affected individuals, include alopecia, melanoma, neoplasms of the lung and skin, osteolysis, seizures, alopecia universalis, corneal opacity, hyperhidrosis, opacification of the corneal stroma, and sparse hair. Additional features may include autosomal dominant inheritance, flexion contracture, nail dysplasia, nail dystrophy, parakeratosis, pruritus, and subungual hyperkeratosis.

Please consult a qualified healthcare professional before making any clinical decisions.","Olmsted syndrome is a rare congenital (present from birth) disorder characterized by symmetrical, well-defined palmoplantar keratoderma (PPK) surrounded by reddened skin and deformities of the joints that lead to constriction and spontaneous amputation; horny growths around the eyes and mouth, nail abnormalities, white thickened patches around the anus and mouth; and sparse hair. It may be complicated by multiple infections and squamous cell carcinoma. Olmstead syndrome is caused by mutations in the TRPV3 gene. It is transmitted through autosomal dominant inheritance. Treatment includes oral and topical retinoids, such as acetretin.",False,8420.0,0.3013698630136986,0.32,4,4,0.8181818181818182,0.8310805257686101,0.9999999999,0.0,0.75,0.9714285714285714,False,True,False,False,0.29288702928870297,0.20083682008368203,0.0
What are the stages of Pancreatic Cancer ?,general,"The provided context does not contain enough information to list all the stages of pancreatic cancer reliably. It mentions treatment options for stages I and II, but does not provide a comprehensive overview of all stages. 

Please consult a qualified healthcare professional before making any clinical decisions.","Key Points
                    - Tests and procedures to stage pancreatic cancer are usually done at the same time as diagnosis.     - There are three ways that cancer spreads in the body.    - Cancer may spread from where it began to other parts of the body.    - The following stages are used for pancreatic cancer:         - Stage 0 (Carcinoma in Situ)     - Stage I     - Stage II     - Stage III     - Stage IV
                
                
                    Tests and procedures to stage pancreatic cancer are usually done at the same time as diagnosis.
                    The process used to find out if cancer has spread within the pancreas or to other parts of the body is called staging. The information gathered from the staging process determines the stage of the disease. It is important to know the stage of the disease in order to plan treatment. The results of some of the tests used to diagnose pancreatic cancer are often also used to stage the disease. See the General Information section for more information.
                
                
                    There are three ways that cancer spreads in the body.
                    Cancer can spread through tissue, the lymph system, and the blood:         - Tissue. The cancer spreads from where it began by growing into nearby areas.     - Lymph system. The cancer spreads from where it began by getting into the lymph system. The cancer travels through the lymph vessels to other parts of the body.     - Blood. The cancer spreads from where it began by getting into the blood. The cancer travels through the blood vessels to other parts of the body.
                
                
                    Cancer may spread from where it began to other parts of the body.
                    When cancer spreads to another part of the body, it is called metastasis. Cancer cells break away from where they began (the primary tumor) and travel through the lymph system or blood.         - Lymph system. The cancer gets into the lymph system, travels through the lymph vessels, and forms a tumor (metastatic tumor) in another part of the body.    - Blood. The cancer gets into the blood, travels through the blood vessels, and forms a tumor (metastatic tumor) in another part of the body.        The metastatic tumor is the same type of cancer as the primary tumor. For example, if pancreatic cancer spreads to the liver, the cancer cells in the liver are actually pancreatic cancer cells. The disease is metastatic pancreatic cancer, not liver cancer.
                
                
                    The following stages are used for pancreatic cancer:
                    Stage 0 (Carcinoma in Situ)    In stage 0, abnormal cells are found in the lining of the pancreas. These abnormal cells may become cancer and spread into nearby normal tissue. Stage 0 is also called carcinoma in situ.        Stage I     In stage I, cancer has formed and is found in the pancreas only. Stage I is divided into stage IA and stage IB, based on the size of the tumor.            -  Stage IA: The tumor is 2 centimeters or smaller.     -  Stage IB: The tumor is larger than 2 centimeters.              Stage II    In stage II, cancer may have spread to nearby tissue and organs, and may have spread to lymph nodes near the pancreas. Stage II is divided into stage IIA and stage IIB, based on where the cancer has spread.            -  Stage IIA: Cancer has spread to nearby tissue and organs but has not spread to nearby lymph nodes.     -  Stage IIB: Cancer has spread to nearby lymph nodes and may have spread to nearby tissue and organs.              Stage III     In stage III, cancer has spread to the major blood vessels near the pancreas and may have spread to nearby lymph nodes.        Stage IV     In stage IV, cancer may be of any size and has spread to distant organs, such as the liver, lung, and peritoneal cavity. It may have also spread to organs and tissues near the pancreas or to lymph nodes.",False,7358.7,0.08743169398907104,0.16,4,4,0.75,0.0,0.999999999975,0.1111111111111111,0.0,1.0,False,True,False,False,0.06896551724137931,0.053973013493253376,0.0
What are the symptoms of Hirschsprung disease type 3 ?,general,"The provided context does not contain enough information to answer this question reliably. The context mentions Hirschsprung disease in general, including its symptoms such as constipation and bowel obstruction, but does not specify symptoms for ""Hirschsprung disease type 3."" 

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Hirschsprung disease type 3? The Human Phenotype Ontology provides the following list of signs and symptoms for Hirschsprung disease type 3. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aganglionic megacolon - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,9036.2,0.10655737704918032,0.16,4,4,0.6,0.0,0.0,0.0,0.0,0.8,True,True,False,False,0.14134275618374556,0.07773851590106008,0.0
How many people are affected by dermatofibrosarcoma protuberans ?,general,The provided context does not contain enough information to answer this question reliably. Please consult a qualified healthcare professional before making any clinical decisions.,"Dermatofibrosarcoma protuberans is estimated to occur in 1 in 100,000 to 1 in 1 million people per year.",False,7492.7,0.07692307692307693,0.16,4,4,0.0,0.0,0.3333333333,0.0,0.75,0.0,False,True,False,False,0.04651162790697675,0.04651162790697675,0.0
How many people are affected by chylomicron retention disease ?,general,"The provided context does not contain enough information to answer this question reliably. There is no specific data on the prevalence or the number of people affected by chylomicron retention disease in the provided excerpts.

Please consult a qualified healthcare professional before making any clinical decisions.",Chylomicron retention disease is a rare condition with approximately 40 cases described worldwide.,False,8208.7,0.38461538461538464,0.16,4,4,0.0,0.0,0.0,0.0,1.0,0.75,False,True,False,False,0.1694915254237288,0.13559322033898305,0.0
What are the symptoms of Mental retardation X-linked syndromic 7 ?,general,"The provided context does not contain enough information to answer this question reliably. There is no specific information about the symptoms of Mental retardation X-linked syndromic 7 in the given excerpts.

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Mental retardation X-linked syndromic 7? The Human Phenotype Ontology provides the following list of signs and symptoms for Mental retardation X-linked syndromic 7. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Obesity 90% Tapered finger 90% Abnormal hair quantity 50% Abnormality of dental morphology 50% Hypoplasia of penis 50% Muscle weakness 50% Neurological speech impairment 50% Short stature 50% Cryptorchidism 7.5% Visual impairment 7.5% Intellectual disability - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,8879.2,0.10344827586206896,0.16,4,4,0.3333333333333333,0.0,0.99999999995,0.8333333333333334,0.25,1.0,False,False,False,False,0.13333333333333336,0.08253968253968254,0.0
What are the symptoms of Infantile axonal neuropathy ?,general,"The provided context does not contain enough information to answer this question reliably. There is no specific mention of the symptoms of Infantile axonal neuropathy in the given sources.

Please consult a qualified healthcare professional before making any clinical decisions.","What are the signs and symptoms of Infantile axonal neuropathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Infantile axonal neuropathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Decreased nerve conduction velocity 90% Developmental regression 90% Facial palsy 90% Hemiplegia/hemiparesis 90% Impaired pain sensation 90% Neurological speech impairment 90% Optic atrophy 90% Abnormality of movement 50% Hypertonia 50% Incoordination 50% Microcephaly 50% Muscular hypotonia 50% Nystagmus 50% Sensorineural hearing impairment 50% Hypothyroidism 7.5% Seizures 7.5% Type I diabetes mellitus 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,10957.8,0.08496732026143791,0.16,4,4,0.3333333333333333,0.0,0.99999999995,0.0,0.0,1.0,False,False,False,False,0.11076923076923076,0.07384615384615384,0.0
What are the symptoms of Iminoglycinuria ?,general,The provided context does not contain enough information to answer this question reliably. Please consult a qualified healthcare professional before making any clinical decisions.,"What are the signs and symptoms of Iminoglycinuria? The Human Phenotype Ontology provides the following list of signs and symptoms for Iminoglycinuria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eye - Autosomal recessive inheritance - Hydroxyprolinuria - Hyperglycinuria - Intellectual disability - Prolinuria - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",False,6309.9,0.04,0.16,4,4,0.5,0.0,0.0,0.0,1.0,0.5,False,True,False,False,0.04651162790697674,0.04651162790697674,0.0
"What is (are) platyspondylic lethal skeletal dysplasia, Torrance type ?",general,"Platyspondylic lethal skeletal dysplasia, Torrance type, is a skeletal disorder caused by mutations in the COL2A1 gene. This gene is responsible for producing type II collagen, which is crucial for the normal development of bones and other connective tissues. The disorder is characterized by skeletal abnormalities due to the disruption in the normal development of bones and connective tissues. The mutations occur in the C-propeptide domain of the COL2A1 protein, leading to an abnormal buildup of the protein in cartilage cells (chondrocytes) and a reduction in the amount of type II collagen in the body. This condition is part of a spectrum of skeletal disorders associated with COL2A1 mutations.

The provided context does not contain enough information to list specific signs and symptoms of platyspondylic lethal skeletal dysplasia, Torrance type. Please consult a qualified healthcare professional before making any clinical decisions.","Platyspondylic lethal skeletal dysplasia, Torrance type is a severe disorder of bone growth. People with this condition have very short arms and legs, underdeveloped pelvic bones, and unusually short fingers and toes (brachydactyly). This disorder is also characterized by flattened spinal bones (platyspondyly) and an exaggerated curvature of the lower back (lordosis). Infants with this condition are born with a small chest with short ribs that can restrict the growth and expansion of the lungs.  As a result of these serious health problems, some affected fetuses do not survive to term. Infants born with platyspondylic lethal skeletal dysplasia, Torrance type usually die at birth or shortly thereafter from respiratory failure. A few affected people with milder signs and symptoms have lived into adulthood.",False,8311.3,0.26436781609195403,0.16,4,4,0.9166666666666666,0.0,0.999999999975,0.42857142857142855,0.0,0.9,False,True,False,False,0.3320754716981132,0.2716981132075472,0.0
What causes Parsonage Turner syndrome ?,general,"The provided context does not contain enough information to answer this question reliably. The context discusses the diagnosis and inheritance of Parsonage Turner syndrome but does not provide information on its causes. 

Please consult a qualified healthcare professional before making any clinical decisions.","What causes Parsonage Turner syndrome? The exact cause of Parsonage Turner syndrome (PTS) is unknown. Researchers suspect that most cases are due to an autoimmune response following exposure to an illness or environmental factor. In many cases, no triggering event or underlying cause can be identified. Factors known to trigger PTS include: Infections (both viral and bacterial) Surgery Vaccinations Childbirth Certain medical procedures, such as a spinal tap or imaging studies that require administration of radiologic dye Strenuous exercise Certain medical conditions, including connective tissue disorders and autoimmune disorders Injury Some researchers believe that PTS is a multifactorial condition, which means that it is caused by both environmental and genetic factors. In this case, a person may have a genetic susceptibility to PTS due to one or more genes, but won't develop the condition unless they are exposed to certain environmental triggers (such as those listed above).",False,7327.4,0.09259259259259259,0.16,4,4,0.5,0.0,0.0,0.14285714285714285,0.75,0.75,False,True,False,False,0.1256544502617801,0.07329842931937172,0.0
